reactions
[CH2]=[C]=[O] ~ [Cl] > [Cl-].[H+] ~ [CH]#[C][O]
[N]#[C][CH2][CH2][CH2][CH2][Br] > [CH2]=[CH][CH2][CH2][C]#[N] ~ [BrH]
[CH3][CH2][CH2][CH2][CH3] > [CH3] ~ [CH2][CH2][CH2][CH3]
[OH-] ~ [O-][Br+][O-] > [O]=[O] ~ [OH][Br]
[CH3][SH] ~ [Br] > [CH3][S] ~ [Br-].[H+]
[CH2]1[CH2][CH2][CH2][CH2][CH2]1 ~ [H][H] > [H] ~ [CH]1[CH2][CH2][CH2][CH2][CH2]1
[cH]1[cH][cH][c]2[c]([cH]1)[CH2][CH2][CH2][CH2]2 > [CH2]=[CH2] ~ [cH]1[cH][cH][c]2[c]([cH]1)[CH2][CH2]2
[Br][CH2][Br] ~ [Cl] > [ClH] ~ [Br][CH][Br]
[CH]1=[CH][CH]2[CH2][CH2][CH]2[CH2]1 > [CH2]=[CH2] ~ [CH]1=[CH][CH2][CH]=[CH]1
[CH3][C]([CH3])[CH3] > [CH2]=[CH2] ~ [CH2][CH3]
[CH2][c]1[cH][cH][c]([CH3])[cH][cH]1 ~ [O]=[O] > [CH2]=[c]1[cH][cH][c](=[CH2])[cH][cH]1 ~ [O-][OH]
[CH3][CH2][S][C]([CH3])=[O] > [CH3][C]([OH])[S] ~ [CH2]=[CH2]
[CH2][CH3] ~ [I][I] > [CH3][CH2][I] ~ [I]
[CH]#[C][CH2][CH3] > [CH2]=[C]=[CH][CH3]
[CH3][Br] ~ [Br][Br] > [Br][CH2][Br] ~ [BrH]
[CH3][CH][CH2][CH2][CH3] > [CH2]=[CH][CH3] ~ [CH2][CH3]
[CH3][CH]([CH3])[CH]1[CH2][CH2][CH2]1 > [CH2]=[CH2] ~ [CH2]=[CH][CH]([CH3])[CH3]
[CH3][C]([CH3])=[C]([CH3])[CH3] > [CH3][C]([CH3])=[O] ~ [CH3][C]1([CH3])[O][O]1
[CH]#[CH] ~ [H][H] > [CH]=[CH2] ~ [H][H]
[CH2]=[CH][CH]=[O] ~ [CH3][C](=[O])[O][O] > [CH3][C](=[O])[CH]=[O] ~ [O]=[C]=[O] ~ [CH
[F][C]([F])[C]([F])([F])[F] ~ [Br][Br] > [F][C]([F])([F])[C]([F])([F])[Br] ~ [Br]
[Br] ~ [BH2][Br] > [BH2] ~ [Br][Br]
[CH3][CH2][C](=[O])[O][C]([CH3])([CH3])[CH3] > [CH3][CH2][C](=[O])[OH] ~ [CH2]=[C]([CH3])[CH3]
[CH3][C]1=[CH][C]1([CH3])[CH3] > [CH2]=[C]([CH3])[C](=[CH2])[CH3]
[CH2]=[CH2] ~ [N-]=[N+]=[O] > [CH3][CH]=[O] ~ [N]#[N]
[CH2]=[CH2] ~ [CH]1=[CH][CH2][CH2][CH2]1 > [CH3][CH3] ~ [CH]1=[CH][CH2][CH]=[CH]1
[CH3][CH]=[O] ~ [CH]=[O] > [CH4] ~ [CH3][OH] ~ [CH]=[
[CH]1=[CH][CH2][CH2][CH2]1 > [CH2]=[C]=[CH][CH2][CH3]
[CH]#[CH] ~ [CH2]=[CH2] > [CH]#[C][C]#[CH] ~ [H]
[CH3][NH2] ~ [H] > [CH]#[N] ~ [H][H]
[OH-] ~ [O]=[S] > [O][S][OH]
[CH4].[CH4].[OH][CH2][O][O][NH][OH] > [CH3][OH].[CH4].[CH4] ~ [O]=[N+]([O-])[OH]
[H][H] ~ [S][SH] > [H] ~ [S]=[S]
[CH3][C]([CH3])([CH3])[O][C](=[O])[NH][c]1[cH][cH][cH][cH][cH]1 > [NH2][c]1[cH][cH][cH][cH][cH]1 ~ [CH2]=[C]([CH3])[CH3] ~ [O]=[C]=[
[I][CH2][CH2][c]1[cH][cH][cH][cH][cH]1 > [CH2]=[CH][c]1[cH][cH][cH][cH][cH]1 ~ [H+].[I-]
[CH3] ~ [CH]#[C][CH2] > [CH2]=[C]=[CH][CH3]
[CH3][CH2][CH2][CH2][C]([CH3])=[O] > [CH4] ~ [CH2]=[CH][CH2][CH3] ~ [CH3][O
[Li] ~ [Cl-].[H+] > [Cl-].[Li+] ~ [H][H]
[CH2]1[CH2][O][CH2]1 > [CH2][CH2][O][CH2]
[CH2]=[C]([CH3])[C]#[N] > [CH]#[N] ~ [CH]#[C][CH3]
[CH2]=[CH][CH]1[CH2][CH]1[c]1[cH][cH][cH][cH][cH]1 > [CH]1=[CH][CH]([c]2[cH][cH][cH][cH][cH]2)[CH2][CH2]1
[SiH2]=[SiH2] > [H][H] ~ [SiH]=[SiH]
[CH]=[O] ~ [NH]=[O] > [CH3][OH] ~ [NH3].[OH2]
[CH3][F] ~ [Cl] > [CH2][F] ~ [Cl-].[H+]
[CH2]=[CH2] ~ [CH3][S] > [CH2][CH2][S][CH3]
[cH]1[cH][cH][cH][cH][cH]1 ~ [NH]=[O] > [O]=[N][c]1[cH][cH][cH][cH][cH]1 ~ [H][H]
[Ba+2].[OH-].[OH-] > [O]=[Ba] ~ [OH2]
[O]=[C]=[O] ~ [CH4] > [CH3][OH] ~ [CH3][OH]
